"ParokiID","KeuskupanID","NoParoki","NamaParoki","NamaGereja","AlamatParoki","KotaParoki","TeleponParoki","FaxParoki","WebsiteParoki","EmailParoki","PastorParoki","WilayahKeuskupan"
"019.043","019",43,"Sumbul","St. Dionysius","Jl Sisingamangaraja Atas No.37,","Sumbul","0627-450014","","","","-",""
"019.044","019",44,"Tanjung Balai","St. Mikael","Jl Gereja No.12,","Tanjung Balai","0623-92047","","","","-",""
"019.045","019",45,"Tarutung","St. Maria","Jl D.I. Panjaitan No.39,","Tarutung","0633-21164","","","","-",""
"019.046","019",46,"Tebing Tinggi","St. Yosef","Jl Pahlawan No.13,","Tebing Tinggi","0621-21396","","","","-",""
"019.047","019",47,"Tiga Binanga","St. Fransiskus Assisi","Pastoran Katolik Jl Kotacaned KM 2,5","Tiga Binanga","0628-410025","","","","-",""
"019.048","019",48,"Tiga Lingga","Maria Dari Gunung Karmel","Jl Kota Bunga No.16,","Tiga Lingga","0627-7436116","","","","-",""
"019.049","019",49,"Tomok - Simanindo","St. Antonio Mario Claret","Tomok, Pos Ambarita 22395,","Pulau Samosir","HP 081370027604","","","","-",""
"020.001","020",1,"Airmolek","St. Theresia Dari Kanak-kanak Yesus","Pastoran Katolik Air Molek, Jl P.Tendean, Kotak Pos 7,","Rinsat","0761-41072","0761-41160","","","-",""
"020.002","020",2,"Bagansiapi-api","St. Petrus Dan Paulus","Pastoran Katolik Jl Mawar No.42,","Bagansiapi-api","0625-21224","","","","-",""
"020.003","020",3,"Bukittinggi","St. Petrus Klaver","Pastoran Katolik Jl Jenderal Sudirman No.67,","Bukittinggi","0752-21467","","","","-",""
"020.004","020",4,"Dumai","St. Fransiskus Xaverius","Pastoran Katolik Jl Datuk Laksamana No.99, Kotak Pos 16,","Dumai, Riau","0765-31238","","","","-",""
"020.005","020",5,"Duri","St. Yosef","Pastoran Katolik, Jl Gajah Mada No.107, Sebanga Ktak Pos 42,","Duri, Riau","0755-92370","","","","-",""
"020.006","020",6,"Kayu Aro","St. Maria Diangkat Ke Surga","Pastoran Katolik Bedeng VIII Seberang,","Kayuaro, Kerinci","","","","","-",""
"020.007","020",7,"Labuhbaru","St. Paulus","Pastoran Katolik Jl Soekarno Hatta No.10, Labuhbaru, Pekanbaru,","Riau","0761-587497","","","","-",""
"020.008","020",8,"Padang / Katedral","St. Theresia Dari Kanak-kanak Yesus","Pastoran Katolik Katedral, Jl Bundo Kandung No.31,","Padang","0751-25572","0751-812416","","","-",""
"020.009","020",9,"Padang / Tirtonadi","St. Maria Bunda Yesus","Pastoran Katolik Jl Kampung Batu No.55,","Padang","0751-26070","","","","-",""
"020.010","020",10,"Padang Baru","St. Fransiskus Assisi","Pastoran Katolik Padang Baru, Jl Jenderal Sudirman No.50,","Padang","0751-23201","","","","-",""
"020.011","020",11,"Padang Panjang","St. Petrus Rasul","Pastoran Katolik Jl Jend.Sudirman No.67,","Bukittinggi","0752-8252 / 21467","","","","-",""
"020.012","020",12,"Pasaman","Keluarga Kudus","Pastoran Katolik Keluarga Kudus Mahakarya, Kotak Pos 5,","Pasaman, Sumbar","","","","","-",""
"020.013","020",13,"Payakumbuh","St. Fidelis A Sigmaringa","Pastoran Katolik Jl Pemuda No.74,","Payakumbuh","0752-92148","","","","-",""
"020.014","020",14,"Pekanbaru","St. Maria Dari Fatima","Pastoran Katolik Jl Yani No.48, Kotak Pos 13,","Pekanbaru, Riau","0761-21031","","","","-",""
"020.015","020",15,"Sawahlunto","St. Barbara","Pastoran Katolik Sawah Lunto, Jl Yos Sudarso No.45,","Sawahlunto, Sum-Bar.","0754-61028","","","","-",""
"020.016","020",16,"Siberut","St. Maria Diangkat Ke Surga","Pastoran Katolik Muara Siberut, Siberut Selatan 25393,","Mentawai","0759-21015","","","","-",""
"020.017","020",17,"Sikabaluan","Maria Auxilium Christianorum","Pastoran Katolik Sikabaluan, Siberut Utara 25394,","Mentawai","via Radio/SSB","","","","-",""
"020.018","020",18,"Sikakap","St. Maria Assumpta","Pastoran Katolik Sikakap, Pagai Utara Selatan 25391,","Mentawai","0759-322127","","","","-",""
"020.019","020",19,"Sipora","St. Yoseph","Pastoran Katolik Sioban,","Padang","0759-323084","","","","-",""
"020.020","020",20,"Bagan Batu","St. Maria Ratu Rosari","Gereja Katolik Bagan Batu, Jl Tuanku Tambusai, Kotak Pos 15, ","Bagan Batu, Riau","0765-51639","","","","-",""
"020.021","020",21,"Pangkalan Kerinci","Hati Kudus","Gereja Katolik Pangkalan Kerinci Jl  Arbes Ujung, PO Box 11 Pangkalan Kerinci,","Kab.Palalawan, Riau","0819682767 dan 081275460640","","","","-",""
"020.022","020",22,"Pasir Pangarayan","St. Ignatius","Pastoran Katolik Pasir Pangarayan, Jl Hang Tuah 977,","Rokan Hulu, Ridar","0762-91126","","","","-",""
"020.023","020",23,"Kumbe","Petrus Dan Paulus","Pastoran Katolik Kumbe d/a K.A.Merauke, Merauke 99602,","Papua","0971-324396","","","","-",""
"020.024","020",24,"Kuper","Rasul-rasul","Pastoran Katolik Kuper d/a K.A.Merauke, Merauke 99602,","Papua","0971-324630","","","","-",""
"020.025","020",25,"Muting","St. Theresia","Pastoran Katolik Muting d/a K.A.Merauke, Merauke 99602,","Papua","","","","","-",""
"020.026","020",26,"Okaba","St. Antonius","Pastoran Katolik Okaba d/a K.A.Merauke, Merauke 99602,","Okaba, Papua","","","","","-",""
"020.027","020",27,"Wendu","Bunda Hati Kudus","Pastoran Katolik Wendu d/a K.A.Merauke, Merauke 99602, ","Wendu, Papua","","","","","-",""
"021.001","021",1,"Ampah","St. Petrus Dan Paulus","Pastoran Katolik Jl Negara No.40,","Ampah, Kalteng.","0522-31203","","","","-",""
"021.002","021",2,"Buntok","St. Paulus","Jl Panglima Batur No.6, Tromol Pos 4,","Buntok, Kalteng.","0525-21072","","","","-",""
"021.003","021",3,"Kandui","St. Petrus Kanisius","d/a Pastoran Katolik , Jl Cempaka Putih No.50, Kotak Pos 35","Muara Teweh","0519-21215","","","","-",""
"021.004","021",4,"Katingan","St.Yosef Freinademetz","Pastrn Katolik Katingan d/a Biara Soverdi, Jl Cilik Riwut KM 5,5","Palangkaraya, Kalteng.","0536-3231220","","","","-",""
"021.005","021",5,"Kuala Kapuas","St. Matheus","Jl Kapten Pierre Tendean V/46, Kotak Pos 141,","Kuala Kapuas, Kalteng.","0513-21340","","","","-",""
"021.006","021",6,"Kuala Kurun","St. Arnoldus Yanssen","Pastoran Katolik Kuala Kurun, Jl Damang Gaman No.1, Kuala Kurun,","Kab.Gunung Mas, Kalteng.","0537-31523","","","","-",""
"021.007","021",7,"Muara Teweh","St. Maria De La Salette","Jl Cempaka Putih No.50, Kotak Pos 35,","Muara Teweh, Kalteng.","0519-21215","","","","-",""
"021.008","021",8,"Nanga Bulik","Raja Semesta Alam","Pastoran Katolik, Jl JC Rangkap No.61, RT 7, Nanga Bulik 74162,","Kab.Lamandau, Kalteng.","0532-2071348","","","","-",""
"021.009","021",9,"Palangkaraya","St. Perawan Maria","Jl Cilik Riwut KM 1 No.05,","Palangkaraya, Kalteng.","0536-3221624","","","","-",""
"021.010","021",10,"Pangkalan Bun","St. Paulus","Jl Diponegoro No.9,","Pangkalan Bun, Kalteng.","0532-21066","","","","-",""
"021.011","021",11,"Parenggean","Ecce Homo","Pastoran Katolik Parenggean, Jl Kali Kasa Km 1,5 Parenggean 74335,","Kotawaringin Timur","0531-2051171","","","","-",""
"021.012","021",12,"Patas","St. Yohanes","d/a PLP Putai IDI, Jl Kapten Raden Susilo No.259,","Ampah","0522-31147","","","","-",""
"021.013","021",13,"Puruk Cahu","St. Clemens","Pastoran Katolik, Jl Veteran No.50, ","Puruk Cahu, Kalteng.","0528-31156","","","","-",""
"021.014","021",14,"Rantau Pulut","Hati Kudus Yesus","Pastoran Katolik Rantau Pulut, Jl Kom.Laut Yos Sudarso, Kotak Pos 103,","Sampit, Kalteng.","0531-21174","","","","-",""
"021.015","021",15,"Rungan / Manuhing","St. Theresia","Pastoran Katolik Jl Cilik Riwut No.05,","Palangkaraya, Kalteng.","0536-3221624","","","","-",""
"021.016","021",16,"Sampit","St. Yohanes Don Bosco","Jl Kom. Laut Yos Sudarso, Kotak Pos 103,","Sampit, Kalteng.","0531-21174","","","","-",""
"021.017","021",17,"Sukamara","St. Petrus","Jl Akau No.32 RT 096 RW III, Kotawaringin Barat,","Sukamara, Kalteng.","","","","","-",""
"021.018","021",18,"Tamiang Layang","St. Mikael","Pastoran Katolik, Jl Nan Sarunai RT III No.7,","Tamiang Layang, Kalteng.","0526-2091177","","","","-",""
"021.019","021",19,"Kasongan","Maria Bunda Karmel","Pastoran Katolik Tangkiling, Jl Cilik Riwut KM 29,","Palangkaraya, Kalteng.","0536-3323082","","","","-",""
"021.020","021",20,"Kudangan","St. Josef","Gereja Katolik St Yosef, Jl Trans Kalimantan Kudangan, Kec.Delang,","Kab.Lamandau, Kalteng.","","","","","-",""
"021.021","021",21,"Pulang Pisau","St. Gabriel","Pastoran Katolik Jl Darung Bawan RT VIII No.50,","Pulang Pisau, Kalteng.","","","","","-",""
"021.022","021",22,"Sipora","St. Yoseph","Pastoran Katolik Sioban,","Padang","0759-323084","","","","-",""
"022.001","022",1,"Bangunsari","Tritunggal Kudus/Trinitas","Pastoran Katolik Trinitas, Bangunsari BK 03, Buaymadang,","OKU-Timur, Sum-Sel.","","","","","-",""
"022.002","022",2,"Batuputih","Sang Penebus","Pastoran Katolik Batuputih d/a P.A.Rumah Yusuf, Jl Kol.Burlian No.561, Pusar Baturaja 32115,","OKU, Sum-Sel.","0735-320286","","","","RD. Petrus Sukino",""
"022.003","022",3,"Baturaja","St. Petrus Dan Paulus","Pastoran Katolik Baturaja d/a P.A. Rumah Yusuf, Jl Kol. Burlian No.561, Pusar Baturaja,","OKU, Sum-Sel.","0735-320286","","","","RD. Makarius Samandi",""
"022.004","022",4,"Bengkulu","St. Yohanes Penginjil","Pastoran Katolik St. Yohanes Penginjil, Jl. Prof Dr Hazairin SH No.12,","Bengkulu.","0736-28578","0736-24493 (via Susteran CB)","","","-",""
"022.005","022",5,"Curup","St. Stephanus Martir","Pastoran Katolik St. Stephanus Martir, Jl.D.I.Panjaitan-Talang Benih, PO Box 145, Curup Rejang Lebong 39101,","Bengkulu","0732-21081","0732-22573","","","-",""
"022.006","022",6,"Gumawang","St. Maria Tak Bernoda","Pastoran Katolik St. Maria Tak Bernoda, Jl Charitas No.2, Belitang BK 10,","OKU Timur, Sum-Sel.","0735-450075","","","","-",""
"022.007","022",7,"Jambi","St. Theresia","Pastoran Katolik St. Theresia, Jl RD Mattaher No.19, Kotak Pos 13,","Jambi ","0741-23310,  50160","0741-21561","","","-",""
"022.008","022",8,"Lahat","St. Maria Pengantara","Pastoran Katolik St. Maria Pengantara, Jl Mayor Ruslan No.1,","Lahat, Sum-Sel.","0731-321826","","","","-",""
"022.009","022",9,"Lubuk Linggau","Penyelenggara Ilahi","Pastoran Katolik Penyelenggara Ilahi, Jl Garuda No.131,","Lubuk Linggau, Sum-Sel.","0733-321226","","","","-",""
"022.010","022",10,"Mojosari","St. Maria Assumpta","Pastoran Katolik St. Maria Assumpta, Mojosari BK 9,","OKU-Timur, Sum-Sel.","0735-450307","","","","-",""
"022.011","022",11,"Muara Bungo","St. Paulus","Pastoran Katolik St. Paulus, Muara Bungo Lrg. Sepakat RT/RW 006/002, PO Box 10,","Muara Bungo, Jambi.","0747-21155","0747-21145 (via Susteran SJD)","","","-",""
"022.012","022",12,"Palembang","Hati Kudus","Jl Kol. Atmo No.132, Kotak Pos 241,","Palembang","0711-350413","","","phk@mdp.co.id","-",""
"022.013","022",13,"Palembang","St. Fransiskus De Sales/Sanfrades","Jl Urip Sumoharjo No.14,","Palembang","0711-711620","","","","-",""
"022.014","022",14,"Palembang/Seberang Ulu","St. Maria Ratu Rosari","Jl Jendral A.Yani, Lorong Tembok Baru No.76,  9/10 Ulu,","Palembang","0711-518403","0711-518340","","","-",""
"022.015","022",15,"Palembang","St. Yoseph","Jl Jendral Sudirman No.128C,","Palembang","0711-352048 /  360257","","","","-",""
"022.016","022",16,"Pasang Surut","Allah Maha Murah","Pastoran Katolik Allah Yang Maha Murah, Purwadadi Jalur 20, Air Sugihan 30776,","MUBA, Palembang","","","","","-",""
"022.017","022",17,"Palembang / Plaju","St. Paulus","Jl Pintu Gereja Komperta Plaju, Kotak Pos 02,","Palembang","0711-540222","","","","RD. Paulus Tugiyo",""
"022.018","022",18,"Katedral","St. Maria","Jl Sutomo No.4,","Palembang","0711-321696","0711-321695","","","-",""
"022.019","022",19,"Singkut","St. Isidorus","Pastoran Katolik St. Isidorus, Desa Bukit Murau, Singkut III 37482,","SARKO, Jambi","","","","","-",""
"022.020","022",20,"Palembang / Kenten","St. Petrus","Pastoran Katolik St Petrus, Jl Betawi Raya No.1332, Sako Kenten,","Palembang","0711-810268","","","","-",""
"022.021","022",21,"Palembang / Talang Betutu","St. Stephanus","Pastoran Gereja Katolik Talangbetutu, Jl Lukman Idris, Alang-Alang Lebar Km 12, Talangbetutu","Palembang","0711-430702","","","","-",""
"022.022","022",22,"Tanjung Enim","St. Yoseph","Pastoran Katolik St.Yoseph, Jl Gereja No.2, Tanjung Enim","Palembang","0734-451420","","","","Archileus Asa, Pr",""
"022.023","022",23,"Tanjung Sakti","St. Mikael","Pastoran Gereja Katolik St Mikael, Tanjungsakti,","Kab.Lahat, Sum-Sel.","0730-421457","","","","-",""
"022.024","022",24,"Tegalsari","Para Rasul Kudus","Pastoran Katolik Para Rasul Kudus, Tegalsari BK 21, Pos Sumberjaya,","Belitang OKU Timur, Sum-Sel.","","","","","-",""
"022.025","022",25,"Tugumulyo / Mura","St. Maria","Pastoran Katolik St. Maria Mataram, Tugumulyo 31662,","Musi Rawas, Sum-Sel.","0733-371044","","","","-",""
"022.026","022",26,"Tugumulyo / Oki","Kristus Raja","Pastoran Katolik Kristus Raja, Tugumulyo Kp. 2,","Lempuing, OKI, Sum-Sel.","0712-331060","","","","-",""
"023.001","023",1,"Bengkong - Batam","Beato Damian","Pastoran Katolik Beato Damian, Kompleks Green Town, Bengkong Ratu,","Batam","0778-333142","","","","-",""
"023.002","023",2,"Lubuk Baja - Batam","St. Petrus","Jl Anggrek Blok II, Lubuk Baja,","Batam","0778-457755","0778-451170","","","-",""
"023.003","023",3,"Belinyu - Bangka","St. Perawan Maria Dikandung Tanpa Noda","Pastoran Katolik, Jl Mayor Safrie Rakhman No.107, Belin yu 33254,","Bangka","0715-321331","","","","-",""
"023.004","023",4,"Mentok - Bangka","St. Perawan Maria Pelindung Para Pelaut","Pastoran Katolik, Jl Kartini No.24, Mentok 33313,","Bangka","0716-21200","","","","-",""
"023.005","023",5,"Pangkalpinang - Bangka","St. Yosef (Katedral)","Pastoran Katolik, Jl Gereja No.2, Pangkalpinang 33131,","Bangka","0717-432178","0717-432152","","","-",""
"023.006","023",6,"Sungailiat - Bangka","St. Perawan Maria Pengantara Segala Rahmat","Pastoran Katolik, Jl Jend. Sudirman No.36, Sungailiat 33211,","Sungailiat, Bangka","0717-92268","","","","-",""
"023.007","023",7,"Tanjung Balai - Karimun","St. Joseph","Pastoran Katolik, Jl Trikora No.1, Tanjung Balai,","Karimun, Kep. Riau","0777-21013","0777-21013","","","-",""
"023.008","023",8,"Tanjung Pandan - Belitung","Regina Pacis (St. Maria Ratu Damai)","Pastoran Katolik Jl Gegedek No.56 RT 45/14, Tanjung Pandan 33416,","Belitung","0719-21286","","","","-",""
"023.009","023",9,"Tanjung Pinang - Bintan","Hati St. Perawan Maria Yang Tak Bernoda","Pastoran Katolik, Jl Diponegoro No.12,","Tanjung Pinang","0771-21386","0771-20096","","","-",""
"023.010","023",10,"Ujung Beting - Lingga","St. Carolus Boromeus","Gereja Katolik St Paulus, Jl Merdeka No.9, Dobo-","Singkep, Kep. Riau.","","","","","-",""
"023.011","023",11,"Tembesi - Batam","Maria Bunda Pembantu Abadi","Pastoran Katolik, Jl Suprapto No.41 RT 03/RW 02, Tembesi Lestari,","Batam","0778-7026572","","","","-",""
"023.012","023",12,"Tiban - Batam","Kerahiman Ilahi","Jl Gajah Mada Tiban III, Sekupang,","Batam","0778-322886","0778-321800","","","-",""
"023.013","023",13,"Bernadeth - Bangka","St. Bernadeth","Jl Kota Bumi II,","Pangkalpinang","0717-7001811","","","","-",""
"023.014","023",14,"Koba - Bangka","St. Fransiskus Xaverius","Pastoran Katolik, Jl Listrik No.1, Koba 33181,","Bangka","0717-61397","","","","-",""
"023.015","023",15,"Palembang","St. Fransiskus De Sales/Sanfrades","Jl Urip Sumoharjo No.14,","Palembang","0711-711620","","","","-",""
"023.016","023",16,"Palembang / Kenten","St. Petrus","Pastoran Katolik St Petrus, Jl Betawi Raya No.1332, Sako Kenten,","Palembang","0711-810268","","","","-",""
"023.017","023",17,"Palembang / Plaju","St. Paulus","Jl Pintu Gereja Komperta Plaju, Kotak Pos 02,","Palembang","0711-540222","","","","-",""
"023.018","023",18,"Palembang/Seberang Ulu","St. Maria Ratu Rosari","Jl Jendral A.Yani, Lorong Tembok Baru No.76,  9/10 Ulu,","Palembang","0711-518403","0711-518340","","","-",""
"023.019","023",19,"Palembang / Talang Betutu","St. Stephanus","Pastoran Gereja Katolik Talangbetutu, Jl Lukman Idris, Alang-Alang Lebar Km 12, Talangbetutu","Palembang","0711-430702","","","","-",""
"023.020","023",20,"Pasang Surut","Allah Maha Murah","Pastoran Katolik Allah Yang Maha Murah, Purwadadi Jalur 20, Air Sugihan 30776,","MUBA, Palembang","","","","","-",""
"023.021","023",21,"Singkut","St. Isidorus","Pastoran Katolik St. Isidorus, Desa Bukit Murau, Singkut III 37482,","SARKO, Jambi","","","","","-",""
"023.022","023",22,"Tanjung Enim","St. Yoseph","Pastoran Katolik St.Yoseph, Jl Gereja No.2, Tanjung Enim,","LIOT, Sum-Sel.","0734-451420","","","","-",""
"023.023","023",23,"Tanjung Sakti","St. Mikael","Pastoran Gereja Katolik St Mikael, Tanjungsakti,","Kab.Lahat, Sum-Sel.","0730-421457","","","","-",""
"023.024","023",24,"Tegalsari","Para Rasul Kudus","Pastoran Katolik Para Rasul Kudus, Tegalsari BK 21, Pos Sumberjaya,","Belitang OKU Timur, Sum-Sel.","","","","","-",""
"023.025","023",25,"Tugumulyo / Mura","St. Maria","Pastoran Katolik St. Maria Mataram, Tugumulyo 31662,","Musi Rawas, Sum-Sel.","0733-371044","","","","-",""
"023.026","023",26,"Tugumulyo / Oki","Kristus Raja","Pastoran Katolik Kristus Raja, Tugumulyo Kp. 2,","Lempuing, OKI, Sum-Sel.","0712-331060","","","","-",""
"024.001","024",1,"Sungai Ambawang","St. Fidelis","Pastoran Katolik, Korek Kec.Ambawang, via Pastoran Tanjung Hulu,","Pontianak","","","","","-",""
"024.002","024",2,"Bengkayang","St. Pius X","Pastoran Katolik, Jl Gereja No.54,","Bengkayang, Kal-Bar.","0562-441147","","","","-",""
"024.003","024",3,"Darit","St. Agustinus Dan Matius","Pastoran Katolik, Jl Pramuka No.20, Kec.Menyuke, Kab. Landak,","Darit","","","","","-",""
"024.004","024",4,"Delta Kapuas","St. Theresia","Pastoran Adisucipto Km 9,4  PO Box 6300,","Pontianak","0561-721067","","","","-",""
"024.005","024",5,"Menjalin","St. Petrus Dan Paulus","Pastoran Katolik Menjalin, Jl Raya Menjalin, Menjalin,","Kab.Landak, Kal-Bar.","","","","","-",""
"024.006","024",6,"Ngabang","Salib Suci","Pastoran Katolik Ngabang, Jl Raya Ngabang,","Kab. Landak","0563-21160","0563-21341","","","-",""
"024.007","024",7,"Nyarumkop","St. Maria","Pastoran Katolik Nyarumkop, Kec. Singkawang Timur,","Singkawang","0562-3307623","","","","-",""
"024.008","024",8,"Pahauman","St. Yohanes Pemandi","Pastoran Katolik Pahauman, Kec.Sengahtemila,","Kab.Landak, KalBar.","","","","","-",""
"024.009","024",9,"Pemangkat","St. Yosep","Pastoran Katolik, Jl Gereja No.10,","Pemangkat, KalBar.","0562-241550","","","","-",""
"024.010","024",10,"Senghie","Gembala Baik","Pastoran Katolik, Jl Sultan Muhammad No.222,","Pontianak","0561-734827","","","","-",""
"024.011","024",11,"Katedral","St. Yosef","Pastoran Katolik, Jl Pattimura No.195, PO Box 1119,","Pontianak","0561-734739","","","","Stefanus Erwin, Pr",""
"024.012","024",12,"Kota Baru","Keluarga Kudus","Jl Sutan Syahrir No.1, PO Box 1119,","Pontianak","0561-734102","","","","-",""
"024.013","024",13,"Pancasila","Maria Ratu Pencinta Damai","Pastoran Katolik, Jl Gusti Hamzah, Gang Pancasila V No.1,","Pontianak","0561-732503","","","","-",""
"024.014","024",14,"Siantan","Stella Maris","Pastoran Katolik, Jl Gusti Situt Machmud No.100, Siantan,","Pontianak","0561-885980,  883216","","","","-",""
"024.015","024",15,"Sungai Raya","St. Agustinus","Pastoran Katolik, Sungai Raya, Jl Adisucipto KM 9,4 PO Box 6300,","Pontianak","0561-721067","","","","-",""
"024.016","024",16,"Tanjung Hulu","St. Hieronymus","Pastoran Tanjung Hulu, Jl Ya,m Sabran No.113,","Pontianak","0561-6592608","","","","-",""
"024.017","024",17,"Sambas","Kristus Raja","Pastoran Katolik Sambas, Jl Gusti Hamzah,","Sambas","0562-391149","","","","-",""
"024.018","024",18,"Singkawang","St. Fransiskus Assisi","Pastoran Katolik, Jl Diponegoro No.1,","Singkawang, KalBar.","0562-631579","","","","-",""
"024.019","024",19,"Sungai Pinyuh","St. Kristoforus","Pastoran Sungai Pinyuh, Jalan Seliung, Kab.Pontianak,","Sungai Pinyuh, KalBar.","0561-652079","","","","-",""
"024.020","024",20,"Jeruju","Bunda Maria","Jl Kom. Yos Sudarso, Jeruju,","Pontianak","0561-7566870","","","","-",""
"024.021","024",21,"Sesilia","Santa Sesilia","Jl Ahmad Yani (Depan Polda), Kompleks Persekolahan Gembala Baik,","Pontianak","0561-3039866","","","","-",""
"024.022","024",22,"Sanggau Ledo","St. Petrus","Pastoran Katolik Sanggau Ledo, Jalan Randam, RT 3/RW 2,","Kab. Bengkayang","","","","","-",""
"024.023","024",23,"Serimbu","St. Yohanes Maria Vianney","Pastoran Katolik Serimbu, Jl Raya Serimbu, Kec. Serimbu,","Kab.Landak","","","","","-",""
"024.024","024",24,"Pakumbang","St. Fransiskus Asisi","-","Kab.Landak","","","","","-",""
"024.025","024",25,"Simpang Tiga","St. Theresia dari Kanak-Kanak Yesus","-","Kab.Landak","","","","","-",""
"024.026","024",26,"Karangan","St. Yosef","-","Kab.Landak","","","","","-",""
"024.027","024",27,"Samalantan","St. Yosep","-","Kab.Landak","","","","","-",""
"025.001","025",1,"Banjarnegara","St. Antonius","Jl Pemuda No.47,","Banjarnegara","0286-591507","","","","-",""
"025.002","025",2,"Banyumas","St. Maria Immakulata","Jl Karangsawah No.507,","Banyumas","0281-796141","","","","-",""
"025.003","025",3,"Cilacap","St. Stephanus","Jl Jend. A.Yani No.23,","Cilacap","0282-533355","","","","-",""
"025.004","025",4,"Gombong","St. Mikael","Jl Gereja No.10,","Gombong","0287-471190","","","","-",""
"025.005","025",5,"Wonosobo Timur / Kapencar","St. Philipus","Desa Kapencar, Kec. Kertek,","Kab.Wonosobo","","","","","-",""
"025.006","025",6,"Karanganyar","St. Yoseph Pekerja","Jl Revolusi No.31,","Karanganyar","0287-551314","","","","-",""
"025.007","025",7,"Kebumen","St. Yohanes Maria Vianney ","Jl Mayjend. Sutoyo No.11,","Kebumen","0287-381771","","","","-",""
"025.008","025",8,"Kutoarjo","St. Yohanes Rasul","Jl Marditomo No.27,","Purworejo","0275-641304","","","","Stefanus Tri Supriationo, MSC",""
"025.009","025",9,"Pekalongan","St. Petrus","Jl Blimbing No.1,","Pekalongan","0285-421039","","","","-",""
"025.010","025",10,"Pemalang","St. Lukas","Jl Pemuda No.28,","Pemalang","0284-321284","","","lkspml@indo.net.id","-",""
"025.011","025",11,"Purbalingga","St. Agustinus","Jl Jend. Sudirman No.188,","Purbalingga","0281-891127","","","","-",""
"025.012","025",12,"Purwokerto Barat / Katedral","Kristus Raja","Jl Gereja No.3,","Purwokerto","0281-637052","0281-630628","","","-",""
"025.013","025",13,"Purwokerto Timur","St. Yosef","Jl Kaliputih No.2,","Purwokerto","0281-637641,  635812","","","","-",""
"025.014","025",14,"Purworejo","St. Perawan Maria","Jl K.H.Wahid Hasyim No.1,","Purworejo","0275-325272","0275-321260","","","AE. Wignyoseputro, MSC",""
"025.015","025",15,"Purwosari","St. Stephanus","Jl Gereja No.12, Purwosari,","Purworejo","","","","","-",""
"025.016","025",16,"Slawi","St. Maria Immakulata","Jl K.S.Tubun No.1,","Slawi","0283-491160","","","","-",""
"025.017","025",17,"Tegal","Hati Kudus Yesus ","Jl Kapten Ismail No.128,","Tegal","0283-353125","","","","-",""
"025.018","025",18,"Wonosobo","St. Paulus","Jl Pemuda No.10,","Wonosobo","0286-321604","","","","-",""
"025.019","025",19,"Batang","St. Yusuf","Jl Gajah Mada Gg Puter I No.8A,","Batang","0285-392351","","","","-",""
"025.020","025",20,"Brebes","St. Maria Fatima","Jl Yos Sudarso No.13,","Brebes","0283-671283","","","","-",""
"025.021","025",21,"Kroya","Tyas Dalem","Jl Citanduy No.15A,","Kroya","0281-7621540,  7621486","","","","-",""
"025.022","025",22,"Majenang","St. Theresia Dari Kanak-kanak Yesus","Jl Dr Sutomo No.9,","Majenang","0280-621014","","","","-",""
"025.023","025",23,"Mejasem","St. Yoseph","Jl Gereja No.1, Mejasem Barat Kramat,","Tegal","0283-358626","","","","-",""
"025.024","025",24,"Sidareja","St. Yosef","Jl Ranggasena 596, Sidareja,","Cilacap","0280-523596","","","","-",""
"026.001","026",1,"Beanio","St. Mikhael","Pastoran Katolik Beanio, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.002","026",2,"Benteng Jawa","St. Josef","Pastoran Katolik Benteng Jawa, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.003","026",3,"Borong","St. Gregorius","Pastoran Katolik Borong, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.004","026",4,"Cancar","Maria Fatima","Pastoran Katolik Cancar, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.005","026",5,"Cewonikit","St. Vitalis","Pastoran Katolik Cewonikit, Tromol Pos 801, Ruteng 86508,","Flores, NTT","0385-21552","","","","-",""
"026.006","026",6,"Colol","St. Petrus","Pastoran Katolik Colol, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.007","026",7,"Dampek","St. Petrus Dan  Paulus","Pastoran Katolik Dampek, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.008","026",8,"Datak","St. Theresia dari Calkuta","Pastoran Katolik Datak, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.009","026",9,"Denge","St. Petrus Dan Paulus","Pastoran Katolik Denge, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.010","026",10,"Iteng","St. Stefanus","Pastoran Katolik Iteng, Tromol 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.011","026",11,"Ka Redong","Ekaristi Kudus","Pastoran Katolik Ka Redong, Tromol Pos 801, Ruteng 86508,","Flores, NTT","","","","","-",""
"026.012","026",12,"Karot","St. Fransiskus Asisi","Pastoran Katolik Karor, Tromol Pos 801, Ruteng 86508,","Flores, NTT","0385-21871","","","","-",""
"026.013","026",13,"Kisol","St. Josef","Pastoran Katolik Kisol, Tromol 801, Ruteng 86508,","Flores, NTT","","","","","-",""
